isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Latvia,2022,4.1,unknown,0.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Malta,2022,3.6,unknown,0.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,37.3,unknown,4.42
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Norway,2022,12.1,unknown,1.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Poland,2022,74.2,unknown,8.79
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Portugal,2022,47.7,unknown,5.65
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Romania,2022,17.9,unknown,2.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Serbia,2022,6.3,unknown,0.75
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Sweden,2022,24.5,unknown,2.9
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Clerical support workers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,2.3,u,0.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,21.0,unknown,3.35
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Belgium,2022,14.3,unknown,2.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,16.5,unknown,2.63
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Cyprus,2022,6.2,unknown,0.99
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,3.2,unknown,0.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,84.1,unknown,13.42
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Denmark,2022,6.7,unknown,1.07
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,16.4,unknown,2.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,172.0,d,27.45
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Finland,2022,3.6,u,0.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,56.5,d,9.02
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,1.7,u,0.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Hungary,2022,3.3,u,0.53
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Ireland,2022,13.9,unknown,2.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Iceland,2022,1.5,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,119.2,unknown,19.02
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Lithuania,2022,1.4,u,0.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Malta,2022,2.6,unknown,0.41
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Netherlands,2022,16.4,unknown,2.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Norway,2022,13.5,unknown,2.15
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Portugal,2022,21.9,unknown,3.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Serbia,2022,1.5,u,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Sweden,2022,29.2,unknown,4.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,9.6,unknown,2.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,11.3,unknown,3.06
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,10.2,unknown,2.76
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,2.7,unknown,0.73
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,1.0,u,0.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,71.5,unknown,19.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,4.2,unknown,1.14
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,10.6,unknown,2.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,110.5,d,29.88
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,4.2,unknown,1.14
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,31.7,d,8.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Hungary,2022,2.8,u,0.76
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,9.2,unknown,2.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,0.9,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,35.8,unknown,9.68
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,0.7,u,0.19
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,9.5,unknown,2.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,10.6,unknown,2.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Portugal,2022,13.2,unknown,3.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Serbia,2022,1.2,u,0.32
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,18.4,unknown,4.98
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Austria,2022,18.4,unknown,0.71
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Belgium,2022,48.7,unknown,1.87
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,185.6,unknown,7.14
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Switzerland,2022,20.7,unknown,0.8
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Cyprus,2022,12.6,unknown,0.48
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Czechia,2022,35.6,unknown,1.37
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Germany,2022,146.6,unknown,5.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Denmark,2022,59.1,unknown,2.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Estonia,2022,13.1,unknown,0.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Greece,2022,164.4,unknown,6.32
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Spain,2022,270.2,d,10.39
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Finland,2022,30.6,unknown,1.18
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,France,2022,300.5,d,11.56
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Croatia,2022,8.5,u,0.33
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Hungary,2022,89.1,unknown,3.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Ireland,2022,51.1,unknown,1.97
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Iceland,2022,4.7,unknown,0.18
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Italy,2022,275.9,unknown,10.61
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Lithuania,2022,32.3,unknown,1.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Latvia,2022,24.9,unknown,0.96
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Malta,2022,5.7,unknown,0.22
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Netherlands,2022,98.1,unknown,3.77
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Norway,2022,49.6,unknown,1.91
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Poland,2022,254.1,unknown,9.77
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Portugal,2022,134.2,unknown,5.16
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Romania,2022,137.5,unknown,5.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Serbia,2022,14.9,unknown,0.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Sweden,2022,90.9,unknown,3.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Slovenia,2022,5.2,unknown,0.2
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,F,THS_PER,Slovakia,2022,17.2,unknown,0.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Austria,2022,11.4,unknown,0.75
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Belgium,2022,34.8,unknown,2.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Bulgaria,2022,65.4,unknown,4.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Switzerland,2022,10.1,unknown,0.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Cyprus,2022,6.6,unknown,0.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Czechia,2022,14.5,unknown,0.95
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Germany,2022,108.6,unknown,7.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Denmark,2022,36.3,unknown,2.38
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Estonia,2022,5.2,unknown,0.34
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Greece,2022,172.1,unknown,11.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Spain,2022,257.5,d,16.88
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Finland,2022,16.2,unknown,1.06
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,France,2022,172.7,d,11.32
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Croatia,2022,2.6,u,0.17
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Hungary,2022,39.2,unknown,2.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Ireland,2022,32.7,unknown,2.14
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Iceland,2022,3.7,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Italy,2022,112.2,unknown,7.35
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Lithuania,2022,11.0,unknown,0.72
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Latvia,2022,7.5,unknown,0.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Malta,2022,3.6,unknown,0.24
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,64.9,unknown,4.25
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Norway,2022,29.3,unknown,1.92
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Poland,2022,89.4,unknown,5.86
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Portugal,2022,77.1,unknown,5.05
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Romania,2022,68.5,unknown,4.49
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Serbia,2022,7.8,unknown,0.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Sweden,2022,54.4,unknown,3.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,4.2,u,0.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Service and sales workers,Native Born,Y20-64,M,THS_PER,Slovakia,2022,6.3,u,0.41
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,1.9,u,24.68
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,2.7,du,35.06
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,3.1,u,40.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,1.6,u,7.88
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,12.9,d,63.55
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,5.8,unknown,28.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Bulgaria,2022,12.7,unknown,7.18
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Switzerland,2022,1.1,u,0.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Czechia,2022,1.0,u,0.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Greece,2022,39.1,unknown,22.12
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Spain,2022,8.5,d,4.81
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,France,2022,17.0,d,9.62
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Hungary,2022,4.6,u,2.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Italy,2022,9.9,unknown,5.6
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Lithuania,2022,6.2,unknown,3.51
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Latvia,2022,2.4,u,1.36
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Netherlands,2022,2.0,u,1.13
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Poland,2022,61.0,unknown,34.5
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Romania,2022,8.9,u,5.03
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,F,THS_PER,Serbia,2022,2.4,u,1.36
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Bulgaria,2022,17.9,unknown,6.57
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Switzerland,2022,1.8,u,0.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Cyprus,2022,1.2,u,0.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Czechia,2022,1.0,u,0.37
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Greece,2022,65.2,unknown,23.92
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Spain,2022,30.1,d,11.04
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,France,2022,52.5,d,19.26
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Hungary,2022,6.2,unknown,2.27
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Ireland,2022,9.0,unknown,3.3
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Iceland,2022,1.2,unknown,0.44
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Italy,2022,11.7,unknown,4.29
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Lithuania,2022,3.8,u,1.39
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Latvia,2022,5.6,unknown,2.05
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Netherlands,2022,3.3,unknown,1.21
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Poland,2022,35.4,unknown,12.99
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Portugal,2022,6.4,u,2.35
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Romania,2022,12.7,unknown,4.66
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Serbia,2022,3.7,u,1.36
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,"Skilled agricultural, forestry and fishery workers",Native Born,Y20-64,M,THS_PER,Sweden,2022,3.9,u,1.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,1.5,u,5.43
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,12.4,d,44.93
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,13.7,unknown,49.64
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,8.3,unknown,2.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,8.3,unknown,2.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,8.3,unknown,2.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,4.4,unknown,1.11
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,1.2,u,0.3
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,59.9,unknown,15.09
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,17.0,unknown,4.28
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,110.4,d,27.82
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,3.1,u,0.78
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,37.3,d,9.4
Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Craft and related trades workers,First Generation Immigrant,Y20-64,M,THS_PER,Ireland,2022,13.7,unknown,3.45
